Country,Year,SST_C,Salinity_ppt,Chlorophyll_mg_m3,pH,Fleet_Size,Fishing_Effort_hours,Fuel_Consumption_L,Fish_Price_USD_ton,Fuel_Price_USD_L,Operating_Cost_USD,Capture_Production_Mt,Aquaculture_Production_Mt,Total_Production_Mt,CPUE,Sustainability_Score,Sustainable
Malaysia,2020,20.46,38.28,1.086,8.07,2039,43447.0,611845.0,1307.58,0.75,507579.0,1.81,3.221,5.032,0.0417,0.614,1
USA,2018,25.48,33.12,3.273,7.98,16240,37839.0,1208548.0,921.48,1.29,1609737.0,4.844,4.324,9.168,0.128,0.607,1
Japan,2020,16.74,36.62,3.412,8.41,1546,34075.0,1294333.0,1601.26,0.68,916840.0,4.263,7.463,11.726,0.1251,0.561,1
China,2015,28.33,36.52,0.805,7.92,1101,90272.0,4014156.0,579.55,1.27,5147134.0,47.255,86.954,134.209,0.5235,0.46,0
Peru,2016,23.01,34.63,0.193,8.1,8176,30454.0,1074810.0,974.0,0.55,639374.0,4.667,6.266,10.933,0.1532,0.569,1
Chile,2020,14.57,40.04,3.913,7.58,2299,12214.0,189928.0,525.6,1.1,244684.0,3.355,4.408,7.763,0.2747,0.609,1
Chile,2019,28.93,34.43,1.006,8.19,467,18908.0,817048.0,728.79,0.67,574552.0,2.797,7.019,9.816,0.1479,0.592,1
Morocco,2010,28.79,32.98,0.368,8.08,112,7789.0,128823.0,974.46,1.43,195424.0,0.422,0.956,1.378,0.0542,0.536,1
Peru,2022,16.92,34.61,0.1,8.22,24353,5168.0,152994.0,557.49,1.4,254919.0,5.765,11.134,16.899,1.1154,0.573,1
India,2015,21.81,37.5,1.342,8.17,4266,16955.0,765922.0,1074.36,1.2,970806.0,9.783,12.154,21.937,0.577,0.683,1
Thailand,2013,21.65,34.28,0.915,8.04,1334,10851.0,489440.0,475.33,1.06,546518.0,1.598,2.467,4.066,0.1473,0.683,1
Iceland,2015,23.34,38.12,0.952,7.85,537,31198.0,1260230.0,901.76,2.08,2644434.0,1.358,2.32,3.678,0.0435,0.639,1
Mexico,2011,26.31,32.58,1.983,7.68,83,17171.0,665446.0,1107.66,1.43,1014661.0,1.05,1.894,2.944,0.0611,0.592,1
Russia,2015,24.21,36.72,1.441,8.16,9826,2833.0,139364.0,1280.54,1.54,247973.0,3.798,5.543,9.341,1.3403,0.735,1
Mexico,2014,25.41,35.22,1.02,8.07,12844,52205.0,2411838.0,861.14,1.19,2909281.0,2.056,2.392,4.448,0.0394,0.597,1
China,2012,21.78,35.44,0.238,8.49,2555,19037.0,806434.0,676.75,1.77,1478239.0,42.175,48.222,90.397,2.2153,0.653,1
Peru,2017,24.07,34.34,4.577,8.0,115,53134.0,2252636.0,446.94,1.62,3716709.0,6.955,5.17,12.125,0.1309,0.546,1
Ecuador,2016,15.17,35.32,5.027,8.37,7918,35356.0,854203.0,1492.48,1.18,1056898.0,1.642,1.598,3.24,0.0464,0.55,1
Philippines,2011,19.57,35.43,0.908,8.06,6215,23761.0,1069761.0,1036.21,1.24,1369719.0,0.387,0.265,0.652,0.0163,0.59,1
Chile,2021,21.14,36.3,1.638,8.31,4033,35549.0,755553.0,1185.65,1.7,1347915.0,4.02,7.726,11.746,0.1131,0.632,1
Morocco,2018,18.97,30.27,1.487,8.29,3238,12138.0,129779.0,779.23,1.53,277365.0,1.278,1.371,2.648,0.1053,0.679,1
Vietnam,2019,21.33,34.63,1.658,7.9,940,36705.0,713803.0,1753.65,1.24,886909.0,7.686,14.072,21.758,0.2094,0.633,1
China,2022,24.2,33.02,0.375,8.08,540,65595.0,1045816.0,1398.09,1.18,1244338.0,68.837,60.088,128.926,1.0494,0.5,0
Russia,2019,16.88,32.99,3.896,8.5,40794,44315.0,1222463.0,474.59,1.08,1364907.0,4.28,4.42,8.7,0.0966,0.539,1
Malaysia,2013,14.25,38.01,3.298,8.04,4722,21700.0,598581.0,880.2,1.24,813454.0,1.073,2.601,3.674,0.0495,0.583,1
Russia,2016,24.06,34.69,0.267,8.17,8748,12148.0,307171.0,913.08,1.06,396221.0,2.604,4.129,6.733,0.2143,0.607,1
Chile,2013,23.1,38.04,0.664,7.91,13809,27748.0,575695.0,1186.93,0.89,572843.0,2.354,2.534,4.888,0.0848,0.647,1
Malaysia,2018,16.16,31.81,1.328,8.12,1473,22333.0,1073573.0,644.02,1.47,1656961.0,1.838,1.617,3.455,0.0823,0.559,1
South Korea,2010,21.11,31.78,1.104,8.18,13228,13287.0,287765.0,1417.06,0.95,340773.0,1.708,2.608,4.316,0.1285,0.677,1
China,2014,23.59,34.94,1.132,8.15,2042,53593.0,1371765.0,479.92,1.66,2311126.0,52.897,89.083,141.98,0.987,0.622,1
USA,2018,27.64,33.36,2.811,7.81,15127,79904.0,2727261.0,446.64,0.83,2306522.0,5.176,7.952,13.128,0.0648,0.467,0
Indonesia,2017,22.52,34.72,1.304,8.03,3958,61219.0,1963190.0,1131.29,1.43,2870592.0,21.234,31.172,52.406,0.3469,0.588,1
Russia,2011,25.28,36.87,1.276,8.04,10953,46963.0,903757.0,1636.4,0.84,782453.0,2.972,3.256,6.227,0.0633,0.608,1
USA,2016,27.59,34.44,1.469,8.17,1020,88473.0,3933329.0,954.33,1.06,4237451.0,4.009,6.134,10.143,0.0453,0.449,0
Morocco,2018,26.71,35.46,1.275,8.13,1042,11910.0,122196.0,1291.47,1.25,212194.0,1.094,1.895,2.988,0.0918,0.604,1
Chile,2015,16.35,35.55,1.497,7.88,1582,4137.0,204456.0,717.86,1.69,391491.0,2.613,2.054,4.667,0.6314,0.593,1
China,2011,26.97,35.03,0.164,7.97,2294,48002.0,997774.0,1139.33,1.17,1241898.0,41.485,51.499,92.984,0.8642,0.48,0
Norway,2011,18.33,32.82,0.219,8.04,2679,27395.0,534546.0,1175.24,0.9,526121.0,0.642,0.689,1.331,0.0234,0.571,1
Philippines,2013,22.49,34.48,0.435,7.88,542,33032.0,876087.0,262.5,0.83,780306.0,0.59,0.818,1.407,0.0178,0.559,1
Japan,2020,24.9,30.57,1.61,8.22,291,13990.0,304197.0,803.11,0.72,296484.0,4.009,6.136,10.145,0.2866,0.681,1
USA,2020,29.43,33.87,0.999,8.23,965,18780.0,858149.0,1995.8,1.24,1140262.0,3.971,6.363,10.334,0.2114,0.594,1
South Korea,2017,19.75,35.21,1.222,8.01,2194,64736.0,1493699.0,1096.49,0.83,1288826.0,1.464,2.745,4.208,0.0226,0.571,1
China,2011,31.1,35.04,0.265,8.27,5688,87741.0,2213742.0,1709.66,1.07,2433826.0,24.882,77.232,102.114,0.2836,0.383,0
Malaysia,2021,27.03,35.19,0.863,8.15,16849,21188.0,997102.0,1795.43,1.6,1625537.0,1.45,1.053,2.503,0.0685,0.53,1
Argentina,2020,23.62,35.01,0.7,7.87,1151,16497.0,450482.0,729.39,1.1,556288.0,2.685,4.719,7.404,0.1627,0.672,1
Ecuador,2014,20.29,33.68,0.27,7.75,14952,15657.0,707566.0,965.98,1.81,1313537.0,0.875,2.009,2.883,0.0559,0.595,1
Russia,2015,19.07,35.66,1.665,7.99,3825,75827.0,2439966.0,688.28,1.81,4441642.0,4.442,6.251,10.693,0.0586,0.55,1
Peru,2018,23.61,34.39,0.317,8.34,25701,95808.0,4076629.0,512.1,1.19,4877281.0,5.561,8.788,14.349,0.058,0.435,0
Ecuador,2023,22.47,37.39,1.314,7.7,6513,28065.0,1095299.0,1010.16,0.98,1127961.0,1.833,3.811,5.644,0.0653,0.646,1
Philippines,2020,21.3,35.96,0.5,8.01,1272,13694.0,533731.0,724.1,1.23,679886.0,1.478,2.885,4.363,0.1079,0.676,1
USA,2019,17.87,35.43,0.085,7.84,5122,60755.0,2162157.0,1278.78,1.84,4002960.0,4.541,7.632,12.173,0.0747,0.431,0
China,2016,29.23,33.72,0.493,7.82,1608,6441.0,112822.0,1449.12,1.5,217610.0,35.386,77.982,113.367,5.4926,0.702,1
Thailand,2013,16.09,33.79,5.757,8.23,519,50264.0,2070178.0,790.64,1.06,2272713.0,0.637,1.137,1.774,0.0127,0.525,1
Russia,2013,13.51,31.97,0.757,8.07,2818,19867.0,825572.0,1448.57,1.29,1108209.0,2.603,5.267,7.87,0.131,0.589,1
Philippines,2018,17.27,34.26,0.943,8.05,199050,36003.0,368578.0,812.55,1.33,546918.0,1.401,1.378,2.779,0.0389,0.551,1
Indonesia,2011,26.5,38.95,0.706,8.4,11360,23545.0,1001196.0,2316.55,1.38,1432282.0,13.929,11.32,25.248,0.5915,0.558,1
USA,2010,21.04,33.48,3.466,8.11,909,88349.0,3192682.0,659.35,1.26,4067402.0,2.195,2.167,4.363,0.0248,0.521,1
Indonesia,2015,16.05,33.14,0.515,8.44,36,35606.0,1385773.0,575.24,1.57,2185108.0,17.266,15.998,33.263,0.4849,0.554,1
Mexico,2020,21.26,35.53,0.467,7.9,185,12275.0,306498.0,2149.39,1.39,490384.0,1.127,1.266,2.393,0.0918,0.603,1
Indonesia,2021,24.94,33.78,1.113,8.25,410,487277.0,21109825.0,1112.41,1.59,33620900.0,28.063,41.536,69.599,0.0576,0.502,1
Mexico,2015,28.12,35.17,1.208,8.05,6207,13317.0,459174.0,1032.51,0.78,431042.0,0.533,1.463,1.996,0.04,0.6,1
South Korea,2012,29.18,35.23,0.269,7.98,7617,4426.0,178746.0,1193.57,1.54,328586.0,0.687,1.622,2.308,0.1551,0.546,1
